shipping_cost,profit_margin
0.25,0.0071400000000000005
134.59,0.44041322314049586
114.15,0.4696095076400679
80.13,0.4599793388429752
67.79,0.45
58.32,0.3495483870967742
52.91,0.15
31.41,0.19970873786407767
26.72,-0.6559770352941177
16.06,0.0
14.65,-0.20031553398058252
13.08,0.039285714285714285
8.93,0.49894736842105264
5.86,0.2076923076923077
5.54,0.4032
5.26,0.4738235294117647
4.32,0.15
3.02,0.3314444444444445
2.59,0.23727272727272727
2.03,0.21818181818181817
1.29,0.2735294117647059
1.13,0.31451612903225806
1.04,-0.47354999999999997
0.89,0.11
0.21,0.12977777777777777
57.75,-0.23738938053097344
42.43,0.07229891696750904
40.16,-0.49224964131994264
39.11,0.35918367346938773
23.56,0.040330239520958086
21.49,-1.2751343283582088
20.54,0.18932038834951456
15.77,0.013156914893617021
15.62,0.36887323943661976
12.45,-0.7498089171974522
10.52,-0.4159304347826087
7.99,0.3197938144329897
7.09,0.3048076923076923
6.47,0.2292857142857143
5.83,0.17945454545454545
3.52,0.40952692307692307
2.57,0.13874999999999998
1.09,0.3068181818181818
0.3,-0.00294
0.22,0.4527666666666667
54.55,0.36
38.19,0.17830784415584416
35.98,0.2995652173913044
28.92,0.04
18.63,0.24
7.31,-0.1808823529411765
7.28,0.18968871595330739
2.69,0.30813999999999997
2.08,0.3635294117647059
1.27,-1.4971999999999999
1.27,-1.782375
0.62,-1.6652307692307693
0.43,-2.0652
0.25,-2.161
0.24,-1.5675882352941177
76.6,0.16987405541561712
31.78,0.5005970149253731
14.53,-0.6615151515151515
2.66,0.4531578947368421
2.2,-0.3076923076923077
2.16,-0.4403225806451613
1.51,-0.7572
1.29,-0.5590909090909091
0.72,0.020625
0.43,-0.385
146.29,0.05995602094240837
141.35,0.3998392581143741
53.02,0.15981481481481483
52.32,0.15998241758241757
49.92,0.1497272727272727
40.44,0.011764670658682634
30.34,0.45964285714285713
27.67,0.4604580152671756
26.23,0.17886792452830189
23.89,0.23029411764705882
12.66,0.49941176470588233
11.88,0.02926829268292683
11.53,-0.49974545454545455
9.71,-0.23977272727272728
9.43,0.071775
6.11,0.2603669724770642
5.84,-1.0801518987341772
4.48,-0.9502702702702702
3.61,0.13818181818181818
3.03,0.32835000000000003
2.88,0.4853818181818182
1.46,0.35385945945945946
0.85,0.4512
0.43,-1.1033924050632913
0.27,-0.8403999999999999
92.1,0.019924098671726755
88.52,0.011042944785276074
43.56,0.08762264150943395
21.15,-0.328992
21.13,-0.00024705882352941174
15.08,0.011084337349397589
10.96,-0.8594451612903227
8.42,0.14911764705882355
4.12,0.03927272727272728
3.43,-1.2634666666666667
1.46,-2.047263157894737
1.02,-0.9835999999999999
0.76,0.3542857142857143
45.24,0.4398533333333333
38.7,0.1694
36.4,0.22518425196850395
26.12,-0.25040322580645163
10.17,0.33831
7.33,0.4008928571428571
6.56,0.44463157894736843
6.46,0.40969565217391307
5.48,-0.25102702702702706
5.26,-0.7174315789473684
3.96,0.27031578947368423
0.4,-0.4420588235294117
132.29,0.1777319034852547
18.36,0.3088888888888889
4.7,0.16105263157894736
2.53,-0.4136538461538462
2.48,0.21214285714285716
143.67,0.2290909090909091
58.25,0.3004137931034483
36.29,0.30994413407821225
25.81,0.15026548672566373
21.22,-0.3815935251798561
15.23,0.165
12.68,0.14926829268292682
5.04,0.09979076923076922
4.1,0.3079245283018868
3.54,0.44249999999999995
1.4,0.35625
88.97,0.41010909090909087
82.67,0.22010752688172042
29.68,-1.7712541436464087
20.93,0.4095744680851064
17.08,-0.17475510204081635
14.49,0.3504
11.64,0.316530612244898
10.39,0.3366330275229358
8.77,0.13034482758620689
7.92,0.33
6.08,-1.9913513513513514
6.03,-0.741125
3.74,-1.776
2.05,0.483
1.48,0.3709090909090909
1.23,0.19923021582733813
31.52,0.259974
26.73,0.29985185185185187
24.75,0.19992779783393502
20.68,0.10997582417582417
19.1,0.09010989010989011
18.43,0.47030303030303033
14.53,0.3773451612903226
8.92,0.4308411214953271
8.4,0.2384955223880597
6.06,0.14894117647058824
5.22,0.4695081967213115
4.88,0.28947272727272727
4.61,0.31081967213114753
3.0,-0.7688865671641791
2.6,0.4769478260869565
2.57,0.2969230769230769
2.02,-0.4688538461538462
1.98,0.4455
1.58,0.09000000000000001
1.29,0.08666666666666667
1.22,0.28949565217391304
1.21,0.4712368421052632
1.14,0.2895857142857143
0.94,0.48909473684210525
0.71,0.32406
0.64,0.30473684210526314
0.47,0.2557285714285714
96.45,0.06661417322834645
77.08,0.41010909090909087
73.27,0.17995495495495495
27.43,-0.5646
21.6,0.13010526315789472
18.96,0.1099009900990099
11.91,0.39057915057915055
10.23,0.0
9.0,0.2495412844036697
5.13,0.22944444444444445
4.38,0.3741923076923077
3.64,0.164112
2.36,-1.3595844155844157
1.77,-0.652
0.27,0.26
45.77,0.43017391304347824
5.55,0.32916666666666666
3.61,0.3761538461538461
3.27,0.06833333333333333
1.91,0.3635294117647059
0.58,0.17666666666666667
133.57,0.10994652406417112
66.1,0.0899492385786802
29.86,-0.7748219178082192
20.03,0.35
16.92,0.039818181818181815
15.16,0.48022556390977444
12.7,-1.3797391304347826
11.94,0.46964028776978417
11.16,0.049090909090909095
9.92,0.07718918918918918
5.24,0.07024390243902438
4.72,0.1388888888888889
4.31,0.48095999999999994
4.27,0.4703389830508475
3.57,0.21857142857142856
3.33,0.14785714285714285
1.2,0.35227499999999995
0.95,0.0
0.94,-0.256
0.62,0.37363636363636366
33.54,0.1595730337078652
18.61,-1.2309324324324324
16.94,0.3291573033707865
8.94,0.029323308270676692
6.64,0.019014084507042256
6.53,0.23199999999999998
4.45,0.31625
3.17,0.35020408163265304
1.76,0.33222222222222225
1.15,0.20099999999999998
0.28,-2.25
92.67,-0.3291511976047904
33.99,-0.3802894736842105
27.7,0.37948553054662376
25.63,0.20968421052631578
24.75,-1.2023193277310924
19.93,-0.800754716981132
19.7,0.4001953125
17.14,0.3406451612903226
13.82,0.32126582278481014
13.22,0.15918367346938775
12.46,0.4703478260869566
12.24,0.3603232394366197
11.17,-0.5997913043478261
11.06,0.022222222222222223
9.44,0.11911764705882352
7.14,0.18
5.54,0.2096590909090909
4.88,0.3853846153846154
4.82,0.315
3.98,-0.265609756097561
3.08,-1.1465294117647058
2.65,0.03313953488372093
1.75,-0.6675
1.74,0.35700000000000004
1.43,0.4466666666666666
1.28,-0.35775
1.2,0.42230769230769233
0.88,0.4390909090909091
0.61,0.0
0.34,-1.4676
24.59,0.2799211267605634
24.52,0.08817391304347827
21.48,0.0
17.66,0.27997021276595746
17.61,0.2895367847411444
16.59,0.2707894736842105
11.95,0.0
10.73,0.06939130434782609
6.7,0.44516129032258067
6.15,0.48860000000000003
5.67,-0.21207439024390246
4.24,0.4470588235294118
3.73,0.261
3.44,0.14470588235294118
2.6,0.3795
1.98,0.20742857142857143
1.53,0.49111578947368423
1.39,0.4563272727272727
1.13,0.49058823529411766
0.54,0.43200000000000005
0.43,0.3726
51.51,0.08872556390977443
23.43,-0.049999999999999996
9.82,-0.03826136363636364
4.86,-0.5690833333333334
4.0,0.25100877192982457
3.25,0.33403333333333335
1.15,-0.02292857142857143
31.54,-0.9493225152129818
18.73,-1.6020921409214093
3.35,0.3688636363636364
0.36,0.331425
63.14,-0.18325925925925926
19.19,-2.000450261780105
2.36,-1.79
2.27,-1.4949999999999999
1.01,-1.1076000000000001
0.6,-2.15025
0.39,-1.4859
0.32,-0.6902499999999999
0.12,-2.349
54.17,0.14435399284862932
22.58,0.029992173913043478
22.32,0.409954128440367
19.34,0.07994011976047904
15.85,0.06603208556149733
12.7,0.3617142857142857
10.65,0.10975609756097561
8.52,-0.23703529411764707
6.18,0.2501052631578948
5.85,0.2695081967213115
5.18,0.2990322580645161
5.01,0.45849056603773586
4.51,0.49168141592920356
3.6,0.18
2.12,0.11875000000000001
1.99,-0.2432
1.9,0.290625
1.2,0.432
57.3,0.24965034965034966
54.64,0.011751202749140894
53.08,0.450873786407767
44.36,0.419079754601227
33.15,0.3903409090909091
21.38,0.04993516209476309
19.65,0.4790322580645161
19.23,0.10928571428571429
11.13,0.2875609756097561
6.21,-0.23336585365853657
6.03,0.26076923076923075
5.29,0.41739130434782606
3.78,0.495
3.34,0.0
1.86,0.5014285714285714
0.93,0.35000000000000003
0.81,-0.0984
109.14,-0.10027397260273974
96.84,-0.4286781818181818
88.42,0.26976377952755903
78.0,0.1778739352640545
71.57,0.36973614775725594
70.94,-0.3001907514450867
66.88,0.43990618336886994
56.01,0.3302057613168724
49.6,0.26551851851851854
46.3,-0.3291511976047904
35.68,0.03331451612903226
26.59,0.24
23.69,0.08742857142857142
16.56,-0.0001744186046511628
13.49,-0.4526057142857143
12.91,-0.8555056179775281
6.72,-0.9016304347826087
6.24,-0.1806818181818182
6.18,0.18
5.96,0.009473684210526316
4.7,0.1096551724137931
4.16,0.4768421052631579
4.14,0.44684210526315793
1.83,-0.6103846153846153
1.78,-0.5985818181818181
1.77,0.23294117647058823
6.64,-0.6774725274725275
4.99,0.07498342541436463
3.34,-0.91848
3.13,0.188
1.66,-0.6791111111111111
0.8,0.5
0.29,0.48370833333333335
66.08,0.08979591836734695
42.0,0.07975113122171945
20.22,0.4314782608695652
14.97,0.09978523489932886
8.82,0.3243809523809524
6.06,0.2094915254237288
3.76,0.362
3.33,0.22
2.26,0.3318
1.77,0.27849056603773586
0.35,-1.5282857142857142
0.19,0.0
4.77,-1.183728813559322
3.37,0.3551058823529412
3.16,0.47331764705882357
2.55,0.34956144578313253
2.22,-0.3678
0.55,-0.32775
0.23,-0.7839999999999999
33.51,0.2899
25.86,0.2597837837837838
25.28,0.2593740740740741
20.16,0.48
11.19,0.02395952380952381
10.45,0.05877403846153846
9.87,0.039642857142857146
6.93,0.12960000000000002
5.99,0.1182089552238806
4.54,-0.36694736842105263
3.58,0.3425806451612903
2.27,0.48000000000000004
0.51,-1.6412
19.07,0.1499076923076923
14.79,0.369375
12.6,0.4313460869565217
5.55,0.198
4.32,0.3264
2.6,0.4004
1.52,0.2705172413793103
1.37,0.14
1.27,0.20769230769230768
0.16,0.36
107.68,0.3797092084006462
55.89,0.17842370370370372
53.53,0.12997530864197532
51.62,0.039473684210526314
44.67,0.26217199017199017
35.9,0.20978723404255317
35.76,0.088817843866171
35.11,0.33701123595505617
23.0,0.25987499999999997
17.87,0.03986413043478261
14.63,-0.020274725274725274
13.62,-0.7996108949416343
11.94,-1.49864039408867
9.45,0.16515328467153287
5.71,-0.3392727272727273
5.54,0.2587096774193548
5.17,0.20858823529411766
2.85,-0.0444
2.34,0.09937499999999999
1.57,0.3688533333333333
1.49,-0.8316
1.27,-0.45519230769230773
143.07,0.3396100278551532
67.95,0.42970802919708034
60.85,-1.0234046511627908
59.42,0.009639344262295083
50.42,0.15
24.0,0.12888349514563108
22.02,0.06977443609022556
21.57,0.2298371335504886
13.47,0.4507826086956522
12.38,0.31935483870967746
12.3,0.12000000000000001
11.44,0.0901522842639594
11.22,0.009655172413793102
8.95,-0.5509615384615384
8.63,0.48
6.63,0.39999999999999997
6.28,0.3617910447761194
5.64,0.1903030303030303
3.9,0.019615384615384614
3.44,0.1796470588235294
3.1,0.4090909090909091
2.85,0.4222641509433962
2.24,0.2210526315789474
1.44,0.39789473684210525
1.32,0.46714285714285714
0.98,-0.8583333333333333
0.84,0.38625
0.83,0.34153846153846157
0.39,-1.684
16.58,-0.8337977528089888
15.49,0.4795652173913044
11.76,0.42852294736842106
6.81,0.4493877551020408
5.99,-0.8317611940298507
5.61,-1.4666117647058825
2.92,0.1759090909090909
1.39,-1.6784999999999999
201.54,0.47964809384164225
38.36,0.44084615384615383
18.55,0.15997117117117118
12.48,0.45999999999999996
10.07,0.24954918032786885
8.97,0.4373076923076923
8.97,0.07
6.78,0.039975384615384614
3.52,0.4690961538461539
1.47,0.4827176470588236
1.12,0.45816
0.97,0.2357142857142857
0.33,0.44344
3.26,-0.18687692307692308
121.21,0.27999999999999997
82.46,0.49070707070707076
31.65,0.18998352553542008
30.38,0.4403940886699508
28.45,0.44873949579831934
20.14,0.06958333333333333
16.29,0.29940944881889764
15.23,0.00935064935064935
13.32,0.3194805194805195
11.53,0.41877551020408166
9.61,0.2785365853658537
8.38,0.4311688311688312
6.91,0.16999999999999998
6.7,0.08844827586206896
6.34,0.41013698630136985
2.68,0.019615384615384614
2.11,0.18666666666666668
2.03,0.40125
2.03,0.5011111111111111
1.78,0.44
0.79,0.17933333333333334
128.01,-0.18688925081433225
78.18,-0.6597942857142858
60.76,-0.11245054945054946
21.13,-1.8314175824175822
20.08,0.019968200836820084
16.42,-0.013467153284671532
15.22,0.019521531100478468
13.45,0.359955
13.08,0.46844444444444444
10.16,0.410126582278481
9.99,0.009924812030075189
9.19,0.2406060606060606
8.53,0.15023622047244092
6.19,0.09978947368421053
5.69,0.34036363636363637
4.71,0.2798634146341463
1.95,0.11032258064516129
1.27,0.379125
0.95,0.4
48.23,0.3500193423597679
27.94,-9.747292418772563e-05
26.73,0.1221625
25.88,0.033258403361344537
23.67,0.15271478873239439
12.64,0.13313013698630138
12.28,0.1301255230125523
8.48,0.39
7.47,0.16820000000000002
6.89,0.358
5.83,0.29372857142857145
4.39,0.01875
3.13,0.0
2.41,0.34328571428571425
2.35,0.21825
1.34,0.4114634146341463
1.32,0.2210526315789474
0.7,0.4072727272727273
26.54,0.33029126213592236
11.37,0.03880597014925373
10.97,0.42
7.69,-0.20432125984251967
2.53,0.4813793103448276
2.38,-1.808625
0.92,-1.74125
0.56,-1.175
0.4,-1.0735
0.11,-1.728
161.63,0.0665090909090909
46.69,0.10981949458483756
29.12,-0.6396511627906977
13.21,-0.01186046511627907
12.23,0.06
7.44,0.2974390243902439
7.41,0.3518918918918919
7.12,0.3759677419354838
6.88,0.3797938144329897
5.13,0.43375
4.11,0.16312592592592592
3.92,0.257
3.5,0.3934285714285714
2.77,0.35000000000000003
1.37,0.12042857142857143
1.27,0.15
9.87,0.31042372881355934
1.39,-0.45287999999999995
0.97,-0.19421538461538462
78.45,0.28001245330012453
54.17,-0.07798138957816378
51.95,0.1901010101010101
37.06,-0.601335260115607
27.59,0.32965317919075143
19.92,0.468
18.66,0.410820652173913
17.13,0.39067039106145257
16.05,0.4785365853658537
8.84,-0.08032258064516129
3.97,0.3618
2.96,0.18960000000000002
2.54,0.22899999999999998
2.41,-0.1822
2.34,-0.451448275862069
1.8,0.27999999999999997
1.77,0.2615625
1.54,0.205
1.14,0.4785230769230769
0.83,0.34544
85.57,0.08316981132075471
30.21,0.05955334987593052
20.15,0.2889320388349515
17.73,0.12991836734693876
15.62,0.08972972972972973
9.61,0.12857142857142856
9.15,-0.5001081081081081
6.92,0.22069565217391304
5.99,0.21014492753623187
5.34,0.25913793103448274
3.84,-0.74112
3.66,0.29853658536585365
3.23,0.3573913043478261
3.15,0.39789473684210525
1.95,0.1902127659574468
1.09,0.23399999999999999
0.7,-1.5241666666666667
0.54,-0.9430000000000001
0.34,0.13636363636363635
0.34,-0.5805
59.64,-0.00037974683544303797
25.95,-0.17535
13.05,-0.3003061224489796
9.76,0.11020408163265306
8.4,0.4189349112426035
5.01,0.49111578947368423
3.97,0.1941176470588235
1.48,0.0
0.93,-1.2852765957446808
136.02,0.4401376146788991
69.65,0.1684531736526946
39.03,0.05987755102040816
22.4,-0.6012307692307692
19.89,-0.07375263157894736
19.51,0.39019607843137255
13.8,0.2493203883495146
7.54,0.4089473684210526
7.32,-1.1382429906542055
6.07,0.40064516129032257
5.89,-2.1946216216216214
5.51,0.08444444444444443
4.97,0.10982857142857143
4.15,0.4696875
3.14,0.105
2.99,0.019411764705882354
1.04,0.44999999999999996
0.5,0.3344142857142857
0.27,-1.8495
0.23,-1.71585
241.33,0.33004893964110926
110.6,0.19994923857868022
27.29,0.1097345132743363
22.06,0.23777777777777778
20.1,0.12
18.74,0.3489795918367347
14.26,0.18834103448275863
2.37,0.33643636363636364
2.14,0.07125
1.97,0.33421304347826086
1.13,0.17666666666666667
0.7,0.08142857142857142
107.47,0.12825850202429148
88.39,0.4101021897810219
81.63,-0.1571581881533101
39.26,-0.00027016885553470915
33.3,0.039850746268656714
28.91,0.32126582278481014
27.4,0.29016666666666663
14.32,-0.7755833333333333
9.28,0.3105084745762712
8.2,0.0
7.74,-0.339
7.27,0.17033898305084746
4.86,0.029818181818181817
4.74,0.488955223880597
3.89,0.368936170212766
3.68,0.35884615384615387
2.95,-0.7247323943661972
2.07,-1.4265454545454546
1.87,-0.596
0.65,0.29090909090909095
54.7,0.14976
236.16,-0.7397533908754624
108.34,-0.013017456359102245
64.95,0.30994413407821225
60.79,-0.720289389067524
50.88,0.048600000000000004
18.64,0.0901875
16.32,-0.43956521739130433
7.71,0.32946
3.38,0.1792
2.15,-0.5559999999999999
164.36,0.13001814882032667
80.67,0.12487912087912088
70.05,-0.2714782334384858
65.81,0.43073170731707316
64.4,0.4095744680851064
55.67,0.03329302325581396
47.89,0.11239388646288209
42.88,0.20979591836734693
32.7,-0.1141368700265252
25.39,0.17907692307692308
25.22,0.0
24.42,0.46932515337423314
19.52,0.25913793103448274
18.19,0.24997971602434077
16.48,0.27925233644859815
16.22,0.30022556390977445
15.91,0.16943181818181818
15.01,0.2601213389121339
14.58,-0.6827036697247706
14.22,-0.033496688741721854
13.96,-0.49943478260869567
12.33,0.43934010152284264
11.43,0.3108813559322034
8.49,0.06266058394160584
8.42,0.1593939393939394
8.22,0.37714285714285717
8.0,-0.1743969230769231
7.38,-0.54615
6.87,0.07004524886877828
6.7,0.091
6.09,0.26680851063829786
5.44,0.371
3.9,-0.318
3.73,0.2874193548387097
3.55,0.2797297297297297
3.35,0.0
3.3,0.34547058823529414
3.1,0.205
2.24,0.47
2.21,0.251875
2.05,-0.18592105263157896
1.94,0.3340235294117647
1.94,0.42
1.14,0.4358823529411765
1.05,-0.08953846153846154
1.02,0.19390909090909092
0.97,0.17666666666666667
0.81,0.46064516129032257
0.79,-1.14852
0.42,0.2673
52.13,0.18881032258064517
51.08,0.12217268041237113
48.69,0.27414633431085045
28.53,0.12202325581395349
21.46,0.2495260663507109
9.21,0.2127814569536424
7.66,0.15386915887850466
2.25,0.39444444444444443
2.18,0.4853333333333334
1.46,0.09834782608695652
0.94,0.4853818181818182
0.41,0.3566666666666667
70.49,0.07493617021276595
48.52,0.2894855305466238
43.14,0.43986622073578596
36.03,0.19999999999999998
35.2,-0.47170836363636365
34.51,-0.6609834437086093
32.55,-0.03752108626198083
27.75,0.00975609756097561
22.16,0.3243809523809524
19.72,-0.5995209580838323
18.07,0.2200136798905609
11.09,0.40928571428571425
10.65,-2.596650847457627
9.51,0.2604424778761062
9.39,-0.8342016806722689
7.47,0.22023809523809523
6.89,0.496551724137931
5.58,0.019999999999999997
3.77,0.2537142857142857
3.1,0.2094915254237288
2.48,0.36713999999999997
2.2,0.1403225806451613
2.08,-1.6054736842105264
1.94,-0.22336
1.74,-0.597
1.37,0.3276
1.23,-0.084
1.07,-0.5506666666666666
1.05,0.1792
1.02,0.4175
0.99,0.45953999999999995
0.39,0.4564285714285714
83.22,0.0
74.5,0.04998591549295775
11.87,0.27780219780219784
6.54,0.16866666666666666
4.07,-0.2763829787234043
3.02,-2.1476511627906976
1.31,0.1458
55.01,0.369976875
10.13,0.46913673469387757
8.02,0.25792
7.52,0.33501600000000004
7.29,-0.10094117647058823
1.99,0.06923076923076923
1.91,0.2842
15.77,0.22992125984251968
0.69,0.185
42.74,0.11239917012448133
38.45,0.04996613272311213
35.98,0.029929078014184398
16.03,0.33944444444444444
11.13,0.11183877551020409
10.65,0.0
9.01,0.039310344827586205
6.44,0.31148148148148147
6.38,0.25839999999999996
4.62,0.2787096774193549
4.29,0.2591333333333333
3.96,0.36860655737704917
2.11,0.01875
1.44,0.0
1.28,0.01999506172839506
1.05,0.1275
0.52,0.45233333333333337
142.19,0.16646341463414632
49.07,0.4595476575121163
40.48,-0.013674033149171271
34.24,0.3299
29.68,-1.4992812500000001
20.84,0.03998427672955975
16.2,0.06333333333333332
10.9,0.3225483870967742
9.83,-0.08953846153846154
9.76,-1.3314375
9.69,0.12923076923076923
9.56,0.04398738170347003
8.43,0.3089108910891089
7.1,0.14926829268292682
5.5,0.2388157894736842
5.0,0.39799999999999996
4.07,-0.054
3.76,0.2290909090909091
3.05,-0.88595
2.94,-1.3530967741935482
1.06,0.42705882352941177
17.69,0.12941176470588234
14.53,0.019799999999999998
9.12,-0.012757281553398059
7.7,0.2195744680851064
5.88,0.471219512195122
5.83,0.37762886597938145
4.1,0.4692857142857143
2.83,0.3564705882352941
2.64,0.4390909090909091
0.8,0.2561538461538462
0.5,0.26068965517241377
89.92,0.3899423076923077
80.79,-0.025016037735849057
15.56,0.1127277108433735
13.13,0.039701492537313435
9.12,-0.24202702702702703
5.25,0.019047619047619046
5.02,-1.235423076923077
2.92,-1.4381052631578948
1.64,0.3707142857142857
1.48,0.4882909090909091
1.36,-0.5124
285.83,0.37978227060653186
95.0,0.2799857142857143
38.8,0.12120524017467249
27.22,0.24425096525096526
24.1,0.017997283950617286
12.24,0.4496697247706422
7.0,0.25957551020408165
6.49,0.27999999999999997
5.34,0.16610169491525426
4.88,0.4294787878787879
4.85,0.1985185185185185
3.41,0.19090909090909092
3.34,-0.5186666666666666
2.91,0.19
2.83,0.19916666666666666
2.81,0.3734883720930232
1.95,0.46812
1.93,-0.0375
1.41,0.31
1.11,0.17004
1.04,0.25935
0.91,0.286
0.81,0.17076923076923078
20.82,0.20967032967032967
12.05,0.32
10.35,0.4689230769230769
9.26,0.3293617021276596
8.4,0.03952095808383233
6.64,0.34092307692307694
2.58,0.15954545454545455
1.06,-0.024471074380165287
63.85,0.2713860869565217
60.32,0.08885217391304348
38.31,0.22180909090909093
30.78,0.3198963730569948
26.03,-0.25000527704485487
11.89,0.45627906976744187
9.39,0.04986301369863014
7.41,0.3363157894736842
4.54,0.07980722891566265
4.11,0.17937499999999998
3.92,0.32525161290322585
3.22,0.3502153846153846
3.07,0.03999012345679012
2.93,0.1941176470588235
2.69,-0.28653061224489795
2.61,0.3384
1.96,0.27462857142857144
1.5,0.33
1.23,0.432
0.4,0.41686666666666666
0.39,0.2764285714285714
73.26,0.13926315789473684
45.24,0.35982404692082115
34.99,0.28835433070866145
34.64,0.17941558441558442
12.44,0.36223636363636363
12.1,0.397
12.03,0.12480419580419581
7.41,0.5022727272727272
6.13,-0.29050000000000004
5.01,-0.7365395348837209
4.57,0.11175652173913042
4.11,0.18899999999999997
2.0,-0.06703448275862069
1.6,0.34400000000000003
1.42,0.3469090909090909
0.58,-0.7905428571428572
60.17,0.06248940677966102
32.07,0.5005333333333334
19.58,0.0072
15.98,0.3192452830188679
11.39,-1.802629213483146
9.57,0.12000000000000001
4.82,-0.0788936170212766
3.14,-0.9375
0.69,-0.864
46.39,0.42999999999999994
42.57,-0.1999700325732899
27.1,0.32403779527559057
19.78,0.2597701149425288
18.31,0.42082191780821915
5.44,0.14277777777777778
4.19,0.1916279069767442
4.1,0.3890872340425532
3.92,0.4735471698113207
3.7,0.49012645161290325
3.61,0.46812
3.51,0.5019148936170212
3.06,0.4784
2.11,0.49718666666666667
1.81,0.25739999999999996
1.68,0.32142857142857145
1.33,0.3402
1.13,0.0834
1.04,0.48849230769230767
0.9,0.28536
0.83,0.48
0.8,0.37584
0.74,0.48837272727272724
80.06,0.12918232044198896
49.15,-0.020007308160779533
29.23,0.0
19.23,0.04377272727272727
17.4,0.15525842696629213
12.87,0.25372608695652177
8.1,0.1253606557377049
7.06,0.07894736842105263
5.78,0.4007843137254902
4.69,0.3985714285714286
3.6,0.13
3.09,0.1304081632653061
2.37,0.2605354838709677
1.8,0.31144736842105264
1.36,0.0811764705882353
1.33,0.3562666666666667
0.98,-1.9885714285714287
0.22,0.12525
74.8,0.08749351851851851
47.37,0.3129411764705883
22.16,-0.8796850393700788
3.94,0.07546153846153845
3.13,0.27522
2.3,0.3321
1.11,0.27456
0.94,-0.7569705882352941
87.05,0.06983354673495519
69.43,0.03303703703703704
69.39,0.06979166666666667
61.39,0.3387759375
50.03,-0.12008032128514057
31.94,0.1658048780487805
28.11,0.3985714285714286
25.13,0.011058510638297873
17.47,-0.05008623853211009
16.1,0.4307142857142857
15.89,0.0
12.7,0.376271186440678
12.0,0.45835051546391753
11.52,0.3206451612903226
11.48,0.06971428571428571
10.53,0.45928125
10.24,0.4797658536585366
10.08,0.1474468085106383
9.1,0.3784660194174757
7.79,-1.831909090909091
7.22,0.48988048780487803
6.01,-0.3491881188118812
5.96,-0.15085714285714286
5.47,-0.30253061224489797
5.08,0.1997090909090909
4.76,0.06954545454545455
4.75,-0.068
3.02,0.11794871794871795
1.9,-0.2415375
1.62,-0.4563809523809524
1.52,0.01846153846153846
1.35,0.47314285714285714
0.73,0.0594
0.73,0.17197142857142858
0.58,0.4413
0.58,0.2646
0.33,0.2907272727272727
0.2,0.3003111111111111
0.02,-2.1168
64.1,0.1701098901098901
35.48,-0.11262611464968154
26.26,0.48078947368421054
22.69,0.19039340101522842
20.53,0.2705172413793103
10.97,0.29933333333333334
7.67,-0.05659663865546219
5.61,-0.773656862745098
5.13,0.1313170731707317
4.2,0.4095
3.02,0.31398648648648647
2.68,0.42363636363636364
2.58,0.407
2.07,0.02769230769230769
0.33,-0.73255
79.27,0.06247438016528925
62.4,0.3796491228070175
56.1,0.1099090909090909
43.63,0.24118512396694217
